,popularity,song_name,artist_name
2952,78,SKELETONS,Travis Scott
2953,74,Sunrise,Morgan Wallen
2954,75,Pity Party,Melanie Martinez
2955,83,Dior,Pop Smoke
2956,85,Cold Heart - PNAU Remix,Elton John
2957,71,Cold Heart - PNAU Remix,Elton John
2958,78,Psychosocial,Slipknot
2959,76,Pretty Little Fears (feat. J. Cole),6LACK
2960,76,Plain Jane,A$AP Ferg
2961,81,Ribs,Lorde
2962,72,Poison,Bell Biv DeVoe
2963,73,IFHY (feat. Pharrell),"Tyler, The Creator"
2964,78,Después de la Playa,Bad Bunny
2965,71,Porch Swing Angel,Muscadine Bloodline
2966,76,Burning Pile,Mother Mother
2967,84,Streets,Doja Cat
2968,74,Portland,Drake
2969,73,PRBLMS,6LACK
2970,79,AMOR PROPIO,Grupo Frontera
2971,79,Play Date,Melanie Martinez
2972,71,Pump It,Black Eyed Peas
2973,72,House Party,Sam Hunt
2974,79,(dream),salvia palth
2975,77,Better Place (From TROLLS Band Together),*NSYNC
2976,83,Temperature,Sean Paul
2977,76,champagne problems,Taylor Swift
2978,85,Corazón Roto pt. 3,Brray
2979,84,What I've Done,Linkin Park
2980,77,Teacher's Pet,Melanie Martinez
2981,72,Big Jet Plane,Angus & Julia Stone
2982,77,I Gotta Feeling,Black Eyed Peas
2983,75,The Gold - Phoebe Bridgers Version,Manchester Orchestra
2984,72,1 Scale (feat. G Herbo),Young Dolph
2985,73,Go Hard,Lil Baby
2986,73,Granite,Sleep Token
2987,81,Don't Go Breaking My Heart,Elton John
2988,81,People Watching,Conan Gray
2989,73,The Show Goes On,Lupe Fiasco
2990,84,Die For You (with Ariana Grande) - Remix,The Weeknd
2991,77,Just Dance,Lady Gaga
2992,76,Good Morning,Kanye West
2993,72,Let's Go,Key Glock
2994,80,Good Feeling,Flo Rida
2995,77,GOD'S COUNTRY,Travis Scott
2996,74,Hurts So Good,John Mellencamp
2997,81,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
2998,80,Golden,Harry Styles
2999,76,Go (Xtayalive 2),Kanii
3000,96,MONACO,Bad Bunny
3001,86,Thinkin’ Bout Me,Morgan Wallen
3002,81,I Bet on Losing Dogs,Mitski
3003,83,Often,The Weeknd
3004,76,First Day Out (Freestyle),Rundown Spaz
3005,78,Last Friday Night (T.G.I.F.),Katy Perry
3006,88,Thunder,Imagine Dragons
3007,88,Under The Influence,Chris Brown
3008,80,Where'd All the Time Go?,Dr. Dog
3009,82,BEST INTEREST,"Tyler, The Creator"
3010,82,The Kill,Thirty Seconds To Mars
3011,88,Style (Taylor's Version),Taylor Swift
3012,90,La Víctima,Xavi
3013,85,NUEVA VIDA,Peso Pluma
3014,88,Last Christmas - Single Version,Wham!
3015,83,Welcome To New York (Taylor's Version),Taylor Swift
3016,84,20 Min,Lil Uzi Vert
3017,82,Clean (Taylor's Version),Taylor Swift
3018,73,Into You,Ariana Grande
3019,82,Linger,The Cranberries
3020,73,I Can Feel It,Kane Brown
3021,83,The Spins,Mac Miller
3022,78,Walk It Talk It,Migos
3023,80,Miss Independent,Ne-Yo
3024,74,Diamond In My Pocket,Cody Johnson
3025,74,Dancin’ In The Country,Tyler Hubbard
3026,78,A N X I E T Y (feat. Doechii),Sleepy Hallow
3027,76,Long Time - Intro,Playboi Carti
3028,86,Reflections,The Neighbourhood
3029,71,It's Been Awhile,Staind
3030,77,Last Time I Saw You,Nicki Minaj
3031,76,Christmas In Hollis,Run–D.M.C.
3032,83,Until I Found You,Stephen Sanchez
3033,76,Into the Mystic - 2013 Remaster,Van Morrison
3034,80,Kiss Me Thru The Phone,Soulja Boy
3035,82,Mood (feat. iann dior),24kGoldn
3036,82,I Feel It Coming,The Weeknd
3037,78,I Know - PR1SVX Edit,Kanii
3038,73,I Wrote The Book,Morgan Wallen
3039,75,IT'S GETTING HOT,NLE Choppa
3040,80,Princess Diana (with Nicki Minaj),Ice Spice
3041,79,"Mary, Did You Know?",Pentatonix
3042,78,Oh U Went (feat. Drake),Young Thug
3043,86,HUMBLE.,Kendrick Lamar
3044,77,Dirt On My Boots,Jon Pardi
3045,81,Headlines,Drake
3046,76,Deep Satin,Zach Bryan
3047,79,Drive,Incubus
3048,81,Disturbia,Rihanna
3049,82,Duality,Slipknot
3050,94,Snowman,Sia
3051,81,Drops of Jupiter (Tell Me),Train
3052,76,New Drank,LUCKI
3053,74,Dah Dah DahDah,Nardo Wick
3054,78,I Won't Back Down,Tom Petty
3055,87,Break from Toronto,PARTYNEXTDOOR
3056,78,The Little Drummer Boy - Remastered 2006,Bing Crosby
3057,80,Deep,Summer Walker
3058,91,Sprinter,Dave
3059,82,Stuck with U (with Justin Bieber),Ariana Grande
3060,78,Unchained Melody,The Righteous Brothers
3061,77,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr."
3062,72,0 To 100 / The Catch Up,Drake
3063,73,Ultralight Beam,Kanye West
3064,77,Given Up,Linkin Park
3065,77,Runaway (U & I),Galantis
3066,77,Going Under,Evanescence
3067,78,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
3068,81,Nothing's Gonna Stop Us Now,Starship
3069,57,Fallin 4 U,Nicki Minaj
3070,80,Una Vez,Bad Bunny
3071,72,O Pana!,$uicideboy$
3072,72,Fucking Your Culture,$uicideboy$
3073,72,Finding Shelter In My Larynx,$uicideboy$
3074,71,Undead,Hollywood Undead
3075,71,wonder if u care,flyingfish
3076,76,Used To Be Young,Miley Cyrus
3077,67,Bottoms Up,Brantley Gilbert
3078,70,Warming up by the Fire on Christmas Eve,Henry Janzen
3079,72,Talk 2 U,Brent Faiyaz
3080,82,adore u,Fred again..
3081,60,Everybody (feat. Lil Uzi Vert),Nicki Minaj
3082,70,Heatin Up (feat. Gunna),Lil Baby
3083,72,What the Fuck is Happening,$uicideboy$
3084,68,Back That Azz Up,JUVENILE
3085,72,I Won't Give Up,Jason Mraz
3086,72,What's the Use?,Mac Miller
3087,72,Putrid Pride,$uicideboy$
3088,74,Fed Up,Ghostemane
3089,67,Up All Night,Drake
3090,76,All For Us,Labrinth
3091,71,Harvest Moon,$uicideboy$
3092,69,$uicideboy$ Were Better In 2015,$uicideboy$
3093,76,Beige,Yoke Lore
3094,87,Happier Than Ever,Billie Eilish
3095,78,Pretty Boy,The Neighbourhood
3096,78,Black Beatles,Rae Sremmurd
3097,78,Crank That (Soulja Boy),Soulja Boy
3098,78,betty,Taylor Swift
3099,86,Efecto,Bad Bunny
3100,85,Beggin',Måneskin
3101,81,Kill Yourself (Part III),$uicideboy$
3102,85,"Paint It, Black",The Rolling Stones
3103,78,My wrist (with Young Thug),Yeat
3104,78,BLEED,The Kid LAROI
3105,70,No One Knows,Brent Faiyaz
3106,77,The Thrill,Wiz Khalifa
3107,73,Kill You,Eminem
3108,72,Should've Been A Cowboy,Toby Keith
3109,73,A Sunday Kind Of Love,Etta James
3110,75,Gonna Love Me,Teyana Taylor
3111,69,Wish I Knew You,The Revivalists
3112,72,Talkin' Tennessee,Morgan Wallen
3113,70,In The Kitchen,Reneé Rapp
3114,78,Die Hard,Kendrick Lamar
3115,68,Keep Their Heads Ringin',Dr. Dre
3116,75,Stick Season,Noah Kahan
3117,70,Pound Town 2 (feat. Nicki Minaj & Tay Keith),Sexyy Red
3118,76,Little Do You Know,Alex & Sierra
3119,74,1004 KM,Junior H
3120,73,Dream Girl,Crisaunt
3121,71,Feeling Good,Michael Bublé
3122,71,Hell Of A Way To Go,Riley Green
3123,78,One Of Your Girls,Troye Sivan
3124,79,Girl on Fire,Alicia Keys
3125,92,Lollipop,Darell
3126,85,7 rings,Ariana Grande
3127,77,Meant to Be (feat. Florida Georgia Line),Bebe Rexha
3128,75,Good News,Mac Miller
3129,73,Gang Over Luv,Brent Faiyaz
3130,76,The Great War,Taylor Swift
3131,79,Get Busy,Sean Paul
3132,81,Steal My Girl,One Direction
3133,85,Rush,Troye Sivan
3134,73,Sister Golden Hair,America
3135,77,Go Crazy,Chris Brown
3136,71,Scarecrow In The Garden,Chris Stapleton
3137,70,Geeked,LUCKI
3138,79,Night Shift,Jon Pardi
3139,84,SAD!,XXXTENTACION
3140,98,Si No Estás,iñigo quintero
3141,89,Save Your Tears,The Weeknd
3142,80,Static,Steve Lacy
3143,84,Tennessee Whiskey,Chris Stapleton
3144,82,Relaxing Brown Noise 256 Hz Smooth Q,Jane Color
3145,79,Silver Lining,Mt. Joy
3146,86,I'm Still Standing,Elton John
3147,87,Superman,Eminem
3148,76,Like Real People Do,Hozier
3149,79,MATHEMATICAL DISRESPECT,Lil Mabu
3150,84,ORANGE SODA,Baby Keem
3151,83,Back To December (Taylor's Version),Taylor Swift
3152,85,Dream On,Aerosmith
3153,84,Wow.,Post Malone
3154,74,Courtesy,Money Man
3155,72,Clint Eastwood,Gorillaz
3156,74,Check Yes Or No,George Strait
3157,78,The Painter,Cody Johnson
3158,87,QUEMA,Ryan Castro
3159,72,Cruise,Florida Georgia Line
3160,72,Charleston Girl (Live),Tyler Childers
3161,93,Prada,cassö
3162,75,Cowgirl (feat. Lourdiz),Nicki Minaj
3163,77,Take Me Home For Christmas,Dan + Shay
3164,81,Just Can’t Get Enough,Black Eyed Peas
3165,76,All The Parties (feat. Chief Keef),Drake
3166,79,CHANEL,Becky G
3167,75,Casper,Takeoff
3168,80,Come Together - Remastered 2009,The Beatles
3169,85,Clocks,Coldplay
3170,79,Halley's Comet,Billie Eilish
3171,76,CYANIDE,Daniel Caesar
3172,79,Circus,Britney Spears
3173,79,Sweet Caroline,Neil Diamond
3174,75,What Christmas Means To Me,Hanson
3175,78,Cooler Than Me - Single Mix,Mike Posner
3176,76,Corazón Sin Cara,Prince Royce
3177,71,Burn It Down - Radio Edit,Parker McCollum
3178,78,Blackbird - Remastered 2009,The Beatles
3179,70,New Romantics,Taylor Swift
3180,78,Rock with You - Single Version,Michael Jackson
3181,83,Die For You - Remix,The Weeknd
3182,80,This Could Be Us,Rae Sremmurd
3183,76,Roses,The Chainsmokers
3184,75,River,Leon Bridges
3185,86,REINA,Mora
3186,73,151 Rum,JID
3187,86,happier,Olivia Rodrigo
3188,74,Right Down the Line,Gerry Rafferty
3189,74,Rät,Penelope Scott
3190,83,Memory Reboot,VØJ
3191,76,Rápido Soy,Clave Especial
3192,77,ROSA PASTEL,Peso Pluma
3193,81,Por Mi México (Remix),Lefty Sm
3194,70,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies
3195,70,Wrapped in Red,Kelly Clarkson
3196,75,Shotta Flow (feat. Blueface) [Remix],NLE Choppa
3197,72,Rags2Riches 2 (feat. Lil Baby),Rod Wave
3198,73,Ruff Ryders' Anthem,DMX
3199,71,Radio,Lana Del Rey
3200,70,Sleigh Ride (with Percy Faith & His Orchestra),Johnny Mathis
3201,73,American Girl,Tom Petty and the Heartbreakers
3202,74,En El Camino,El Fantasma
3203,54,Forward From Trini (feat. Skillibeng & Skeng),Nicki Minaj
3204,77,Ch y la Pizza,Fuerza Regida
3205,72,Drunk And Nasty (feat. Sharc),Pi’erre Bourne
3206,90,Mockingbird,Eminem
3207,78,Devil Town,Cavetown
3208,83,Gato de Noche,Ñengo Flow
3209,76,Doomsday,MF DOOM
3210,80,No Guidance (feat. Drake),Chris Brown
3211,85,Basket Case,Green Day
3212,86,Thunderstruck,AC/DC
3213,75,Pipe Down,Drake
3214,76,Red Ruby Da Sleeze,Nicki Minaj
3215,81,Dilemma,Nelly
3216,77,New Year’s Day,Taylor Swift
3217,79,Dreams,The Cranberries
3218,75,Paparazzi,Lady Gaga
3219,85,UN PREVIEW,Bad Bunny
3220,82,The Perfect Girl,Mareux
3221,81,Location,Playboi Carti
3222,80,Siempre Pendientes,Peso Pluma
3223,77,Pretend,alex_g_offline
3224,80,Pluto Projector,Rex Orange County
3225,73,Psycho Pass,Xavier Wulf
3226,83,Paradise City,Guns N' Roses
3227,83,Magnolia,Playboi Carti
3228,77,PAINTING PICTURES,Superstar Pride
3229,82,RAPSTAR,Polo G
3230,81,Language,Paperboy Fabe
3231,87,Primera Cita,Carin Leon
3232,81,Party,Bad Bunny
3233,76,Privileged Rappers,Drake
3234,82,K-POP,Travis Scott
3235,86,Paradise,Coldplay
3236,78,Pink Friday Girls,Nicki Minaj
3237,84,Nothing's New,Rio Romeo
3238,94,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift
3239,87,Feliz Navidad,José Feliciano
3240,92,Dance The Night - From Barbie The Album,Dua Lipa
3241,91,Perfect Night,LE SSERAFIM
3242,85,Por las Noches,Peso Pluma
3243,3,Quittin' Time,Zach Bryan
3244,70,Somebody To Love - Remastered 2011,Queen
3245,76,Intentions (feat. Quavo),Justin Bieber
3246,71,Lo Que Me Das,Peso Pluma
3247,73,Man Of The Year,ScHoolboy Q
3248,67,3am,QuEsTiOnMaRk
3249,69,Fat Bottomed Girls - Remastered 2011,Queen
3250,76,Modo Maldito,Fuerza Regida
3251,70,Studio,ScHoolboy Q
3252,87,OA,Anuel AA
3253,80,ACHO PR,Bad Bunny
3254,84,DONDE SE APRENDE A QUERER?,Mora
3255,71,No Quiero Perderte,Edgardo Nuñez
3256,77,De Los Besos Que Te Di,Christian Nodal
3257,66,Ps & Qs,Lil Uzi Vert
3258,72,life imitates life,quannnic
3259,71,Mas Que Amigos - En Vivo,Grupo Frontera
3260,70,Caiga Quien Caiga,Los Inquietos Del Norte
3261,85,PUNTO G,Quevedo
3262,71,No Me Queda Más,Selena
3263,72,Como Quieras Quiero,Eden Muñoz
3264,81,Tu Falta De Querer,Mon Laferte
3265,68,You're My Best Friend - Remastered 2011,Queen
3266,73,Can I Kick It?,A Tribe Called Quest
3267,72,"A Mí, ¿Qué Me Quedó?",Los Invasores De Nuevo León
3268,74,Es Que Me Gustas - En Vivo,Los 2 de la S
3269,65,Dark Queen,Lil Uzi Vert
3270,70,Fíjate Que Sí,Edwin Luna y La Trakalosa de Monterrey
3271,69,Medicine,Queen Naija
3272,69,Rap Saved Me (feat. Quavo),21 Savage
3273,67,Good Old-Fashioned Lover Boy - Remastered 2011,Queen
3274,67,¿Qué Se Te Quitó?,Fuerza Regida
3275,2,Qué Más Pues?,J Balvin
3276,69,Talking Body,Tove Lo
3277,75,Ojalá que te mueras,Pesado
3278,72,No More ?'s,Eazy-E
3279,69,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg
3280,63,¿por Que Te Demoras?,Plan B
3281,73,AÚN TE QUIERO,Danna Paola
3282,72,I Quit Drinking,Kelsea Ballerini
3283,78,Give A Little Bit,Supertramp
3284,83,Poison,Brent Faiyaz
3285,81,Flawlëss (feat. Lil Uzi Vert),Yeat
3286,81,Free Fallin',Tom Petty
3287,84,Are You Bored Yet? (feat. Clairo),Wallows
3288,80,Francis Forever,Mitski
3289,69,Jumper - 1998 Edit,Third Eye Blind
3290,74,Jolene,Dolly Parton
3291,75,Hate Me (with Juice WRLD),Ellie Goulding
3292,79,oui,Jeremih
3293,70,John Deere Green (feat. Morgan Wallen & HARDY),HIXTAPE
3294,82,Jordan,Ryan Castro
3295,73,Christmas Isn't Canceled (Just You),Kelly Clarkson
3296,71,Blood On My Jeans,Juice WRLD
3297,78,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain
3298,79,Me & U,Cassie
3299,77,III. Urn,Childish Gambino
3300,75,Boys Of Faith (feat. Bon Iver),Zach Bryan
3301,74,Sum 2 Prove,Lil Baby
3302,73,Pretty Paper,Roy Orbison
3303,75,Poppin,Yeat
3304,79,Players,Coi Leray
3305,73,Payphone,Maroon 5
3306,77,Poison Tree,Grouper
3307,72,Somebody’s Problem,Morgan Wallen
3308,81,Everybody Talks,Neon Trees
3309,75,Pickup Man (feat. Post Malone),HIXTAPE
3310,72,Pool House,The Backseat Lovers
3311,78,Piano Man,Billy Joel
3312,71,A-Punk,Vampire Weekend
3313,74,Practice,Drake
3314,76,paranoia,KENTENSHI
3315,78,Praise God,Kanye West
3316,81,Propuesta Indecente,Romeo Santos
3317,83,Last Resort,Papa Roach
3318,82,Qué Onda Perdida,Grupo Firme
3319,75,Better Place (Family Harmony),Justin Timberlake
3320,73,Lo Prieto,Luigui Bleand
3321,76,Bed Peace,Jhené Aiko
3322,85,Thinkin Bout You,Frank Ocean
3323,80,TRUCK BED,HARDY
3324,85,Heading South,Zach Bryan
3325,84,Alien Blues,Vundabar
3326,81,Amor Tumbado,Natanael Cano
3327,82,The Next Episode,Dr. Dre
3328,82,Killing In The Name,Rage Against The Machine
3329,79,Nobody,Mitski
3330,79,Homesick,Noah Kahan
3331,77,No Rain,Blind Melon
3332,83,Not Afraid,Eminem
3333,74,Someone New,Hozier
3334,80,Nun id change,Yeat
3335,75,Neva Cared,Polo G
3336,73,Unknown / Nth,Hozier
3337,76,New Slang - 2021 Remaster,The Shins
3338,75,RAHHHH,alt!
3339,73,The Race,Tay-K
3340,99,Cruel Summer,Taylor Swift
3341,100,greedy,Tate McRae
3342,95,Water,Tyla
3343,75,Everything I Love,Morgan Wallen
3344,81,Let It Happen,Tame Impala
3345,83,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
3346,80,I Knew You Were Trouble (Taylor's Version),Taylor Swift
3347,79,So What,P!nk
3348,72,If He Wanted To He Would,Kylie Morgan
3349,77,What You Won't Do for Love,Bobby Caldwell
3350,79,Womanizer,Britney Spears
3351,76,witchblades,Lil Peep
3352,77,Walk,Pantera
3353,76,Waiting On the World to Change,John Mayer
3354,72,Long Story Short (with Lil Wayne),2 Chainz
3355,79,Sparks Fly (Taylor’s Version),Taylor Swift
3356,83,Sweet Venom,ENHYPEN
3357,90,Love Me Again,V
3358,79,22 (Taylor's Version),Taylor Swift
3359,78,Blank Space (Taylor's Version),Taylor Swift
3360,77,On My Mama,Victoria Monét
3361,78,Billete Grande (En Vivo),Fuerza Regida
3362,77,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift
3363,72,Thru Your Phone,Cardi B
3364,87,Photograph,Ed Sheeran
3365,76,All I Wanted,Paramore
3366,74,Holiday Party,Dan + Shay
3367,83,BRAZILIAN DANÇA PHONK,6YNTHMANE
3368,89,TQG,KAROL G
3369,76,King Kunta,Kendrick Lamar
3370,84,TiK ToK,Kesha
3371,72,I Kissed A Girl,Katy Perry
3372,72,Something's Gonna Kill Me,Corey Kent
3373,73,Knock Knock,Mac Miller
3374,75,HVN ON EARTH (with Kodak Black),Lil Tecca
3375,73,IF YOU GO DOWN (I'M GOIN' DOWN TOO),Kelsea Ballerini
3376,80,People You Know,Selena Gomez
3377,78,Karma Chameleon - Remastered 2002,Culture Club
3378,80,Salió El Sol,Don Omar
3379,67,Devil Don’t Know,Morgan Wallen
3380,73,Super Gremlin,Kodak Black
3381,71,Kokomo,The Beach Boys
3382,74,Succubus,Ken Carson
3383,68,Low Key (Bonus),Sleepy Hallow
3384,75,Paint,The Paper Kites
3385,74,Un-thinkable (I'm Ready) (feat. Drake) - Remix,Alicia Keys
3386,1,Kiss Me More (feat. SZA),Doja Cat
3387,2,Kiss Me More (feat. SZA),Doja Cat
3388,69,You're a Fucking Bitch Hope You Know That Shit,Atlus
3389,86,SPECIALZ,King Gnu
3390,76,highway 95,Baby Keem
3391,68,Fix You Too (feat. Kameron Marlowe),Megan Moroney
3392,74,Tunnel Vision,Kodak Black
3393,76,Lucky You (feat. Joyner Lucas),Eminem
3394,70,Good King Wenceslas,The Mill Basin Band
3395,69,HANDSOMER (Remix) (Feat. Ktlyn),Russ
3396,70,Know Yourself,Drake
3397,71,Dirt Road Anthem,Jason Aldean
3398,70,This Kiss,Faith Hill
3399,74,Singapore (feat. Destroy Lonely),Ken Carson
3400,72,Saran Pack,Tay-K
3401,66,Kick Doe Click,That Mexican OT
3402,80,Don't Speak,No Doubt
3403,72,I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter
3404,72,A New Kind Of Love - Demo,Frou Frou
3405,69,I Saw Mommy Kissing Santa Claus,The Ronettes
3406,85,Seven (feat. Latto) (Clean Ver.),Jung Kook
3407,76,False Confidence,Noah Kahan
3408,76,Juliet,Cavetown
3409,72,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI
3410,76,Be Kind (with Halsey),Marshmello
3411,71,Howlin' for You,The Black Keys
3412,72,Different Kind Of Beautiful,Alec Benjamin
3413,80,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs
3414,83,Memories,Conan Gray
3415,78,Popular Monster,Falling In Reverse
3416,75,Maine,Noah Kahan
3417,78,I Miss You,blink-182
3418,74,Mr. Rager,Kid Cudi
3419,84,Maneater,Nelly Furtado
3420,80,Motion Sickness,Phoebe Bridgers
3421,67,FML,Arizona Zervas
3422,75,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z
3423,59,No Flex Zone,Rae Sremmurd
3424,88,ecstacy (slowed),SUICIDAL-IDOL
3425,79,Mr. Forgettable,David Kushner
3426,77,Kingslayer (feat. BABYMETAL),Bring Me The Horizon
3427,82,S-Class,Stray Kids
3428,81,Vultures,¥$
3429,74,4K,El Alfa
3430,71,Swimming Pools (Drank) - Extended Version,Kendrick Lamar
3431,73,Remedy,Seether
3432,68,No Sense (feat. Key Glock),Young Dolph
3433,81,Lonely Boy,The Black Keys
3434,76,From the Start,Good Kid
3435,83,Rude,MAGIC!
3436,77,Follow God,Kanye West
3437,74,Firework,Katy Perry
3438,76,Touch The Sky,Kanye West
3439,78,Nice to meet you (feat. Central Cee),PinkPantheress
3440,73,"Call It Fate, Call It Karma",The Strokes
3441,0,Midnight - Kygo Remix,Coldplay
3442,76,Fat Lip,Sum 41
3443,77,In Too Deep,Sum 41
3444,74,Mess,Noah Kahan
3445,76,Champion,Kanye West
3446,81,UNDERSTAND,keshi
3447,69,Knockin' Boots,Luke Bryan
3448,78,Somethin' Stupid,Frank Sinatra
3449,74,Cool Kids,Echosmith
3450,73,I'm On One,DJ Khaled
3451,70,1004 Kilómetros,Junior H
3452,74,Call Your Mom,Noah Kahan
3453,77,Camelot,NLE Choppa
3454,79,Ophelia,The Lumineers
3455,78,She,"Tyler, The Creator"
3456,77,Capo,NLE Choppa
3457,82,Dani California,Red Hot Chili Peppers
3458,81,Human,Rag'n'Bone Man
3459,70,Hard Times,Tyler Childers
3460,76,Haunted (Taylor's Version),Taylor Swift
3461,72,Christmas (Baby Please Come Home),Michael Bublé
3462,77,cut my hair,Tate McRae
3463,76,AMERICA HAS A PROBLEM,Beyoncé
3464,78,Heaven,Niall Horan
3465,73,Hark! The Herald Angels Sing - Remastered 1999,Frank Sinatra
3466,75,"To Summer, From Cole - Audio Hug",Summer Walker
3467,78,Drop It Like It's Hot,Snoop Dogg
3468,74,Magic In The Hamptons (feat. Lil Yachty),Social House
3469,73,Hurt Feelings,Mac Miller
3470,71,Leave Her,LUCKI
3471,72,Hard To Handle,The Black Crowes
3472,74,Eat Your Young,Hozier
3473,76,hope ur ok,Olivia Rodrigo
3474,73,ca$h $hit,Gunna
3475,80,After Party,Don Toliver
3476,77,hostage,Billie Eilish
3477,73,Happy?,Mudvayne
3478,70,Hanging By A Moment,Lifehouse
3479,82,Somebody Told Me,The Killers
3480,79,Papercut,Linkin Park
3481,71,Picture To Burn,Taylor Swift
3482,86,Californication,Red Hot Chili Peppers
3483,83,In My Room,Chance Peña
3484,80,ILoveUIHateU,Playboi Carti
3485,85,CHORRITO PA LAS ANIMAS,Feid
3486,78,R.I.P.,Playboi Carti
3487,76,A Pearl,Mitski
3488,81,Dijeron Que No La Iba Lograr,Chino Pacas
3489,79,Past Lives,sapientdream
3490,85,Heathens,Twenty One Pilots
3491,80,1979 - Remastered 2012,The Smashing Pumpkins
3492,77,Promised,Macroix
3493,78,Airplanes (feat. Hayley Williams of Paramore),B.o.B
3494,82,One Step Closer,Linkin Park
3495,81,The Blonde,TV Girl
3496,84,Low,SZA
3497,85,Romantic Lover,Eyedress
3498,79,Marvins Room,Drake
3499,82,Wait a Minute!,WILLOW
3500,81,More Than a Feeling,Boston
3501,82,Mine (Taylor's Version),Taylor Swift
3502,84,Moscow Mule,Bad Bunny
3503,80,In My Room,Frank Ocean
3504,80,Maroon,Taylor Swift
3505,87,METAMORPHOSIS,INTERWORLD
3506,82,Kiss Me More (feat. SZA),Doja Cat
3507,76,More,Zion
3508,67,Deja Vu (feat. Jay-Z),Beyoncé
3509,65,Chase Her,Bailey Zimmerman
3510,61,Blue Zone,Don Omar
3511,71,El Ruido De Tus Zapatos,La Arrolladora Banda El Limón De Rene Camacho
3512,73,CRUSH,ZEROBASEONE
3513,66,I’m Tired (with Zendaya) - Bonus Track,Labrinth
3514,66,Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay
3515,65,Cold Damn Vampires,Zach Bryan
3516,63,WYD Now? [Feat. Zai1k & Zakhar],Sadie Jean
3517,77,Control,Zoe Wees
3518,69,99 Problems,JAY-Z
3519,64,Washington Lilacs,Zach Bryan
3520,72,Gimme All Your Lovin',ZZ Top
3521,76,A Million Dreams,Ziv Zaifman
3522,74,The Hanging Tree - from The Hunger Games: The Ballad of Songbirds & Snakes,Rachel Zegler
3523,75,Makeba,Jain
3524,68,From a Lover's Point of View,Zach Bryan
3525,68,Open the Gate,Zach Bryan
3526,68,Free,Zac Brown Band
3527,73,Good Times Bad Times - 1993 Remaster,Led Zeppelin
3528,73,Tush - 2006 Remaster,ZZ Top
3529,68,Birmingham,Zach Bryan
3530,67,White Noise - Augen Zu,Ozeanus
3531,68,The Greatest Day of My Life,Zach Bryan
3532,68,Get to Gettin’ Gone,Bailey Zimmerman
3533,0,The Zephyr Song,Red Hot Chili Peppers
3534,68,Highway Boys,Zach Bryan
3535,73,Voltage Dreams,Zinan
3536,81,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN
3537,65,Pound Cake / Paris Morton Music 2,Drake
3538,75,Mi Cama Huele a Ti (feat. Zion & Lennox),"Tito ""El Bambino"""
3539,68,Blue,Zach Bryan
3540,71,Going to California - Remaster,Led Zeppelin
3541,75,Never Forget You,Zara Larsson
3542,68,Weeping Willow,Warren Zeiders
3543,65,"Try Everything - From ""Zootropolis""",Shakira
3544,72,Coma,$uicideboy$
3545,72,I Hate U,SZA
3546,69,Gassed Up,Nebu Kiniza
3547,70,i need u,Ken Carson
3548,71,Up,Cardi B
3549,71,Used (feat. Don Toliver),SZA
3550,75,U Remind Me,USHER
3551,73,Wrap Me Up,Jimmy Fallon
3552,70,Uma Thurman,Fall Out Boy
3553,73,uh oh,Tate McRae
3554,67,2 Million Up,Peezy
3555,69,Up Up And Away,Juice WRLD
3556,79,i'm yours sped up,Isabel LaRosa
3557,78,What About Us,P!nk
3558,77,SKITZO (feat. Young Thug),Travis Scott
3559,68,Act Up,City Girls
3560,72,Come Thru (with Usher),Summer Walker
3561,69,Break Up In A Small Town,Sam Hunt
3562,75,Transportin',Kodak Black
3563,82,More Than You Know,Axwell /\ Ingrosso
3564,81,Knockin' On Heaven's Door,Guns N' Roses
3565,70,Kate McCannon,Colter Wall
3566,70,Baby Keem,Baby Keem
3567,79,United In Grief,Kendrick Lamar
3568,78,Kiss Me More (feat. SZA),Doja Cat
3569,77,BOUNCY (K-HOT CHILLI PEPPERS),ATEEZ
3570,71,Garden Kisses,Giveon
3571,74,Ghostface Killers (feat. Travis Scott),21 Savage
3572,74,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD
3573,82,Scars To Your Beautiful,Alessia Cara
3574,72,Kool Aid & Frozen Pizza,Mac Miller
3575,77,I Knew You Were Trouble (Taylor's Version),Taylor Swift
3576,72,Scotty Doesn't Know,Lustra
3577,69,Every Kind Of Way,H.E.R.
